Index,Content
11-2,"(1) Arbeidstiden for personer under 18 år skal legges slik at den ikke hindrer skolegang, eller hindrer dem i å dra nytte av undervisningen. (2) For barn som er under 15 år eller er skolepliktig skal arbeidstiden ikke overstige: a. 2 timer i døgnet på dager med undervisning og 12 timer i uken i uker med undervisning, b. 7 timer i døgnet på undervisningsfrie dager og 35 timer i undervisningsfrie uker, c. 8 timer i døgnet og 40 timer i uken for samlet arbeids- og skoletid der arbeidet er ledd i en ordning med vekslende teoretisk og praktisk utdanning. (3) For ungdom mellom 15 og 18 år som ikke er skolepliktig, skal arbeidstiden ikke overstige 8 timer i døgnet og 40 timer i uken. (4) Ved ansettelse hos flere arbeidsgivere skal arbeidstiden beregnes samlet. Arbeidsgiver plikter å skaffe seg kjennskap til arbeidstiden hos eventuelle andre arbeidsgivere. (5) Departementet kan i forskrift fastsette unntak fra a. andre ledd bokstav a for kulturelt eller lignende arbeid, og b. andre ledd bokstav c og tredje ledd, dersom særlige grunner foreligger. Forskrift etter dette ledd kan inneholde vilkår.  "
11-3,"(1) Barn som er under 15 år eller er skolepliktig skal ikke arbeide mellom kl. 2000 og kl. 0600. (2) Ungdom mellom 15 og 18 år som ikke er skolepliktig skal ha en arbeidsfri periode på minst 8 timer som omfatter tiden mellom kl. 2300 og kl. 0600. Arbeid mellom kl. 2100 og kl. 2300 er nattarbeid og er ikke tillatt med mindre arbeidets art gjør det nødvendig eller det foreligger et særlig og tidsavgrenset behov for nattarbeid. (3) Andre ledd gjelder ikke for arbeid som på grunn av naturhendelser, ulykke eller andre uforutsette begivenheter må foretas for å avverge fare for eller skade på liv eller eiendom, og det er strengt nødvendig å nytte vedkommende ungdom i arbeidet. Ungdom som tar del i dette arbeidet skal ha en etterfølgende kompenserende hvileperiode. (4) Departementet kan i forskrift bestemme at den arbeidsfrie perioden kan være kortere for visse typer arbeid, og fastsette nærmere regler om dette, herunder vilkår. Endret ved lov 21 des 2005 nr. 121 (ikr. 1 jan 2006). "
11-4,"(1) Arbeidsgiver skal sørge for at ungdom som settes til nattarbeid i henhold til § 11-3 fjerde ledd skal gis tilbud om helsekontroll før tiltredelse og deretter med jevne mellomrom. (2) Departementet kan gi forskrift om gjennomføringen av helsekontrollen, og fastsette regler om helsekontroll i andre tilfeller hvor arbeidet stiller særlige krav til arbeidstakerens helse eller fysiske egenskaper. "
11-5,"(1) Personer under 18 år skal ha hvilepause i minst en halv time, om mulig sammenhengende, dersom den daglige arbeidstiden overstiger fire og en halv time. (2) Innenfor hver periode på 24 timer skal det være en sammenhengende arbeidsfri periode på minst: a. 14 timer for barn som er under 15 år eller er skolepliktig, b. 12 timer for ungdom mellom 15 og 18 år som ikke er skolepliktig. (3) Personer under 18 år skal ha en sammenhengende arbeidsfri periode på minst 48 timer i løpet av sju dager. Den arbeidsfrie perioden skal så vidt mulig legges til søn- eller helgedag. (4) Personer under 18 år som går på skole skal ha minst fire ukers feriefritid i året, hvorav minst to uker i sommerferien. (5) Departementet kan i særlige tilfeller i forskrift fastsette unntak fra reglene i andre, tredje og fjerde ledd. "
12-1,Arbeidstaker som er gravid har rett til fri fra arbeidet med lønn i forbindelse med svangerskapskontroll dersom slike undersøkelser ikke med rimelighet kan finne sted utenfor arbeidstiden. 
12-2,Arbeidstaker som er gravid har rett til permisjon i inntil tolv uker under svangerskapet. 
12-3,"(1) I forbindelse med fødselen har faren rett til to ukers permisjon for å bistå moren. Hvis foreldrene ikke bor sammen, kan retten til permisjon utøves av en annen som bistår moren. (2) Adoptivforeldre og fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Dette gjelder ikke ved stebarnsadopsjon eller hvis barnet er over 15 år. "
12-4,"Etter fødselen skal mor ha permisjon de første seks uker, med mindre hun fremlegger legeattest om at det er bedre for henne å komme i arbeid. "
12-5,"(1) Foreldrene har rett til permisjon etter reglene i paragrafen her og i §§ 12-2 og 12-4 i til sammen tolv måneder. Foreldrene har uansett rett til permisjon når det ytes foreldrepenger fra folketrygden. (2) Hver av foreldrene har i tillegg til permisjon etter første ledd, rett til permisjon i inntil tolv måneder for hver fødsel. Denne permisjonen må tas ut umiddelbart etter foreldrenes permisjon etter første ledd. Arbeidstaker som har delvis permisjon etter § 12-6 har likevel ikke rett til permisjon etter leddet her. (3) Med mindre begge foreldrene har omsorgen for barnet, kan retten til permisjon etter første ledd utøves av en annen som har omsorg for barnet. Arbeidstaker som er alene om omsorgen for barnet har rett til inntil to års permisjon etter andre ledd. (4) Adoptivforeldre og fosterforeldre har rett til permisjon etter paragrafen her når omsorgen for barnet overtas. Det samme gjelder arbeidstaker som har eller får tildelt foreldreansvar når den andre av foreldrene dør, og som har hatt mindre enn vanlig samvær med barnet. Retten til permisjon gjelder ikke ved stebarnsadopsjon eller hvis barnet er over 15 år. Endret ved lover 21 apr 2006 nr. 10 (ikr. 1 jan 2007 iflg. res. 21 apr 2006 nr. 428), 15 juni 2007 nr. 22 (ikr. 15 juni 2007 iflg. res. 15 juni 2007 nr. 629). "
12-6,"(1) Permisjon etter §§ 12-2, 12-4 og 12-5 første ledd kan tas ut som delvis permisjon. (2) Delvis permisjon baseres på avtale mellom arbeidsgiver og arbeidstaker. Arbeidstakers ønske om hvordan uttaket av delvis permisjon skal gjennomføres, skal oppfylles med mindre dette medfører vesentlige ulemper for virksomheten. Arbeidstaker har rett til å la seg bistå av en tillitsvalgt eller annen representant. Avtale om delvis permisjon kan endres eller opphøre når særlige grunner gjør det nødvendig. (3) Delvis permisjon må tas ut innenfor en tidsramme på tre år. "
12-7,"Permisjon etter §§ 12-2 til 12-6 skal varsles arbeidsgiver snarest mulig og senest en uke i forveien ved fravær utover to uker, senest fire uker i forveien ved fravær utover tolv uker og senest tolv uker i forveien ved fravær utover ett år. Oversittelse av fristene medfører ikke at arbeidstaker må utsette permisjonen dersom permisjon er nødvendig på grunn av forhold som arbeidstakeren ikke hadde kjennskap til ved fristens utløp. "
12-8,"(1) Kvinne som ammer sitt barn kan kreve den fri hun av den grunn trenger. Fritiden kan for eksempel tas ut i minst en halv time to ganger daglig eller som redusert arbeidstid med inntil én time hver dag. (2) Kvinne som har ammefri etter første ledd, har i barnets første leveår rett til lønn inntil én time på arbeidsdager med avtalt arbeidstid sju timer eller mer. Endret ved lov 7 juni 2013 nr. 27 (ikr. 1 jan 2014 iflg. res. 7 juni 2013 nr. 590). "
12-9,"(1) Arbeidstaker som har omsorg for barn har rett til permisjon: a. for nødvendig tilsyn med barnet når det er sykt, b. hvis barnet skal følges til legeundersøkelse eller annen oppfølging i forbindelse med sykdom, eller c. hvis den som har det daglige barnetilsynet er syk eller har permisjon etter denne paragraf på grunn av et annet barn. (2) Retten til permisjon etter paragrafen her gjelder til og med det kalenderåret barnet fyller 12 år. Arbeidstaker har rett til permisjon inntil 10 dager hvert kalenderår eller inntil 15 dager dersom arbeidstaker har omsorg for mer enn to barn. (3) Dersom barnet har kronisk sykdom, langvarig sykdom eller har nedsatt funksjonsevne og det derfor er en markert økning av risikoen for at arbeidstaker får fravær fra arbeidet, har arbeidstaker rett til fri etter første ledd i inntil 20 dager hvert kalenderår. Retten til permisjon gjelder til og med det kalenderåret barnet fyller 18 år. Arbeidstaker har i tillegg rett til permisjon for å delta i opplæring ved godkjent helseinstitusjon eller offentlig kompetansesenter for å kunne ta seg av og behandle barnet. (4) Arbeidstaker som har omsorg for barn har rett til permisjon dersom: a. barnet blir innlagt i helseinstitusjon og arbeidstaker oppholder seg ved helseinstitusjonen, b. barnet er utskrevet fra helseinstitusjon og arbeidstaker må være hjemme fordi barnet trenger kontinuerlig tilsyn og pleie, eller c. barnet har livstruende eller annen svært alvorlig sykdom eller skade. Ved permisjon etter bokstavene a og b gjelder aldersgrensene i andre og tredje ledd. Rett til permisjon etter bokstav c gjelder til og med det kalenderåret barnet fyller 18 år, men uten hensyn til alder hvis barnet er psykisk utviklingshemmet.  (5) Arbeidstaker har uansett rett til permisjon når det ytes omsorgspenger, pleiepenger eller opplæringspenger fra folketrygden. (6) Arbeidstaker som er alene om omsorgen for barn har rett til dobbelt så mange permisjonsdager som etter andre og tredje ledd. Det samme gjelder hvis det er to om omsorgen, men en av dem er langvarig avskåret fra tilsynet med barnet på grunn av nedsatt funksjonsevne, innleggelse i helseinstitusjon som langtidspasient, er i fengsel, avtjener verneplikt eller tilsvarende forhold. Retten til permisjon kan overføres med inntil halvparten av dagene hvert kalenderår til mor eller far med samværsrett eller til den som arbeidstaker bor sammen med og som ikke har omsorg for egne barn. Endret ved lover 20 juni 2008 nr. 42 (ikr. 1 jan 2009 iflg. res. 20 juni 2008 nr. 631), 11 mai 2017 nr. 25 (ikr. 1 okt 2017), 20 des 2022 nr. 98 (i kraft 1 jan 2023 iflg. res. 20 des 2022 nr. 2309). "
12-10,"Arbeidstaker som pleier nærstående i hjemmet i livets sluttfase har rett til permisjon i 60 dager for pleie av den enkelte nærstående. Arbeidstaker har rett til permisjon i inntil 10 dager hvert kalenderår for å gi nødvendig omsorg til foreldre, ektefelle, samboer eller registrert partner. Det samme gjelder ved nødvendig omsorg for funksjonshemmet eller kronisk sykt barn fra og med kalenderåret etter at barnet fylte 18 år når arbeidstakeren har hatt slik omsorg for barnet som nevnt i § 12-9 tredje ledd. Departementet kan gi forskrift om dokumentasjon av nødvendig omsorg. Endret ved lover 9 apr 2010 nr. 11 (ikr. 1 juli 2010 iflg. res. 9 apr 2010 nr. 499), 19 okt 2012 nr. 68 (ikr. 1 jan 2013 iflg. res. 19 okt 2012 nr. 978). "
12-11,"(1) Arbeidstaker som har vært i arbeidslivet i minst tre år og som har vært ansatt hos arbeidsgiveren de siste to år, har rett til hel eller delvis permisjon i inntil tre år for å delta i organiserte utdanningstilbud. Utdanning ut over grunnskole eller videregående opplæringsnivå må være yrkesrelatert for å gi rett til permisjon. Yrkesrelatert utdanning omfatter alle typer arbeidsmarkedsrelevant etter- og videreutdanning. (2) Permisjon kan likevel ikke kreves når det vil være til hinder for arbeidsgivers forsvarlige planlegging av drift og personaldisponeringer. (3) Arbeidstaker som har hatt utdanningspermisjon, har ikke rett til ny utdanningspermisjon før det har gått a. dobbelt så lang tid som varigheten av den foregående permisjonen og b. minst ett år fra den foregående permisjonen tok til, unntatt ved utdanningspermisjon for kurs under én måneds varighet. (4) Arbeidstaker som vil bruke retten til utdanningspermisjon, må gi arbeidsgiver skriftlig varsel om dette. Varslet skal inneholde opplysninger om utdanningens faglige innhold, varighet og eventuelt opptak ved utdanningsinstitusjon. Dersom det gjelder utdanning ut over grunnskole eller videregående opplæringsnivå, må yrkesrelevans begrunnes. (5) Arbeidsgiver som vil gjøre gjeldende at vilkårene for utdanningspermisjon ikke er oppfylt, skal snarest mulig og senest innen seks måneder skriftlig underrette arbeidstaker om dette. Dersom varslet permisjon er kortere enn seks måneder, skal slik underretning foreligge innen tre måneder etter at varsel er mottatt, men innen to måneder når varslet permisjon er kortere enn én måned. Arbeidsgiver skal fram til svar gis, på forespørsel orientere arbeidstaker om hva som gjøres for om mulig å legge til rette for permisjonen. (6) Departementet kan i forskrift helt eller delvis unnta virksomheter fra bestemmelsene i denne paragraf. Endret ved lov 22 juni 2018 nr. 45 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 945). "
12-12,"(1) Arbeidstaker har rett til permisjon ved pliktig eller frivillig militærtjeneste eller lignende allmenn vernetjeneste. Det samme gjelder ved frivillig tjenestegjøring av til sammen 24 måneders varighet i styrker organisert av norske myndigheter for deltakelse i internasjonale fredsoperasjoner, hvis arbeidstaker snarest mulig etter å ha inngått bindende avtale om tjenestegjøring i slike styrker varsler arbeidsgiver om dette. (2) Arbeidstaker som ønsker å fortsette i stillingen etter tjenestegjøringen, skal varsle arbeidsgiver før tjenesten begynner. Arbeidsgiver plikter ikke å ta arbeidstaker tilbake i arbeid før en måned etter mottak av varsel om fra hvilken dag arbeidstaker kan gjenoppta arbeidet. "
12-13,Arbeidstaker har rett til permisjon fra arbeid i det omfang det er nødvendig for å oppfylle lovbestemt møteplikt i offentlige organer. 
12-14,"Tvist om rett til permisjon etter dette kapittel avgjøres av tvisteløsningsnemnda, jf. § 17-2. "
12-15,"Rett til permisjon ved religiøse høytider for arbeidstaker som har andre religiøse høytidsdager enn de offentlige helligdagene, reguleres av trossamfunnsloven § 18. "
12-16,Ved utbrudd eller fare for utbrudd av allmennfarlig smittsom sykdom kan departementet gi forskrift om rett til permisjon som avviker fra bestemmelsene i dette kapitlet. Slik forskrift kan gis virkning så lenge utbruddet eller faren for utbrudd er til stede. 
13-1,"(1) Direkte og indirekte diskriminering på grunn av politisk syn, medlemskap i arbeidstakerorganisasjon eller alder er forbudt. (2) Trakassering og instruks om å diskriminere personer av grunner nevnt i første ledd anses som diskriminering. (3) Bestemmelsene i dette kapittel gjelder tilsvarende ved diskriminering av arbeidstaker som arbeider deltid eller er midlertidig ansatt. (4) Ved diskriminering på grunn av kjønn, graviditet, permisjon i forbindelse med fødsel og adopsjon, omsorgsoppgaver, etnisitet, religion, livssyn, funksjonsnedsettelse, seksuell orientering, kjønnsidentitet eller kjønnsuttrykk gjelder likestillings- og diskrimineringsloven. Endret ved lover 20 juni 2008 nr. 42 (ikr. 1 jan 2009 iflg. res. 20 juni 2008 nr. 631), 21 juni 2013 nr. 61 (ikr. 1 jan 2014 iflg. res. 21 juni 2013 nr. 707), 16 juni 2017 nr. 51 (ikr. 1 jan 2018 iflg. res. 16 juni 2017 nr. 751), 22 juni 2018 nr. 45 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 945). "
